text,cleaned_text,language,date,source,location,disaster_type
Hala kawawa nman.,hala kawawa nman,Taglish,2024-09-02T08:49:19.000Z,Facebook,"Sanjose, Antipolo",Landslide
Mataas jan kakatkot tomera,mataas jan kakatkot tomera,Taglish,2024-09-03T08:02:41.000Z,Facebook,"Sanjose, Antipolo",Landslide
Ang daming nagbebenta ng bahay dyan,ang daming nagbebenta ng bahay dyan,Tagalog,2024-09-02T10:32:55.000Z,Facebook,"Sanjose, Antipolo",Landslide
Yan Ang land slide kanina sa Hinapao ..my namatay pla?😥,yan ang land slide kanina sa hinapao my namatay pla:sadbutrelievedface:,Tagalog,2024-09-02T09:44:33.000Z,Facebook,"Sanjose, Antipolo",Landslide
SA daang pari dito inapaw,sa daang pari dito inapaw,Tagalog,2024-09-02T10:55:04.000Z,Facebook,"Sanjose, Antipolo",Landslide
Wala po Ako magawa kc tao lang po ako,wala po ako magawa kc tao lang po ako,Tagalog,2024-09-04T03:54:32.000Z,Facebook,"Sanjose, Antipolo",Landslide
Kawawa,kawawa,Taglish,2024-09-04T04:08:52.000Z,Facebook,"Sanjose, Antipolo",Landslide
R.I.P. sa mga namatay Po,rip sa mga namatay po,Tagalog,2024-11-16T05:41:20.000Z,Facebook,"Sanjose, Antipolo",Landslide
Hoy bbm asan mo dinala Yong budget sa flood control dapat maimbistigahan din Ang office of the president nayan,hoy bbm asan mo dinala yong budget sa flood control dapat maimbistigahan din ang office of the president nayan,English,2024-09-03T08:33:45.000Z,Facebook,"Sanjose, Antipolo",Landslide
shocks puro antipolo at rizal ang balita😥😥keep safe antipolo🙏🙏🙏,shocks puro antipolo at rizal ang balita:sadbutrelievedface::sadbutrelievedface:keep safe antipolo:foldedhands::foldedhands::foldedhands:,English,2024-09-02T07:30:59.000Z,Facebook,"Sanjose, Antipolo",Landslide
Yolly Disto Gamit barangy san jose naman palaa hindi sya santa Cruz,yolly disto gamit barangy san jose naman palaa hindi sya santa cruz,Tagalog,2024-09-02T14:21:57.000Z,Facebook,"Sanjose, Antipolo",Landslide
bulag bulagan mga taga pamahala sila kumikita pero kapag gantong kalamidad tayo nalang ang bahala,bulag bulagan mga taga pamahala sila kumikita pero kapag gantong kalamidad tayo nalang ang bahala,Tagalog,2024-09-02T22:05:20.000Z,Facebook,"Sanjose, Antipolo",Landslide
Kaliwa'dum pa,kaliwadum pa,Taglish,2024-09-02T16:41:20.000Z,Facebook,"Sanjose, Antipolo",Landslide
Inubos na kasi ang mga malalaking kahoy sa bodok kaya yan na ang kapalit.,inubos na kasi ang mga malalaking kahoy sa bodok kaya yan na ang kapalit,Tagalog,2024-09-03T20:41:23.000Z,Facebook,"Sanjose, Antipolo",Landslide
.. gising mayora anu na????,gising mayora anu na,Tagalog,2024-09-05T09:04:00.000Z,Facebook,"Sanjose, Antipolo",Landslide
Landslide kalaban natin mga Taga Antipolo tlga kaya pagmalakas na tlga ulan likas na tlga mga malapit sa bundok tlga at mga malapit sa creek,landslide kalaban natin mga taga antipolo tlga kaya pagmalakas na tlga ulan likas na tlga mga malapit sa bundok tlga at mga malapit sa creek,Tagalog,2024-09-02T09:48:36.000Z,Facebook,"Sanjose, Antipolo",Landslide
"Akala ko ikaw Jhen Cedo ung reporter, kamukha mo😆",akala ko ikaw jhen cedo ung reporter kamukha mo:grinningsquintingface:,Tagalog,2024-09-02T08:26:58.000Z,Facebook,"Sanjose, Antipolo",Landslide
matakot na kayo antipolo binabaha paano pa yung mga nasa mababang lugar,matakot na kayo antipolo binabaha how pa yung mga nasa mababang lugar,Tagalog,2024-09-02T11:12:22.000Z,Facebook,"Sanjose, Antipolo",Landslide
Kaya baha walang ng puno...,kaya baha walang ng puno,Tagalog,2024-09-03T08:33:45.000Z,Facebook,"Sanjose, Antipolo",Landslide
buntis na nman ang natabunan ng landslide,buntis na nman ang natabunan ng landslide,Tagalog,2024-09-02T10:39:46.000Z,Facebook,"Sanjose, Antipolo",Landslide
Ngaun lng binaha ng gnito ang Antipolo ngaun lng tlga ng yari😢😢😢,ngaun lng binaha ng gnito ang antipolo ngaun lng tlga ng yari:cryingface::cryingface::cryingface:,Tagalog,2024-09-03T00:02:34.000Z,Facebook,"Sanjose, Antipolo",Landslide
kawawa naman.po sila..,kawawa namanpo sila,Taglish,2024-09-03T02:46:22.000Z,Facebook,"Sanjose, Antipolo",Landslide
Louie Merdegia  post mo din dito ung Sain u.,louie merdegia post mo din dito ung sain you,Taglish,2024-09-02T07:24:07.000Z,Facebook,"Sanjose, Antipolo",Landslide
Yang baha dahil kakaputol ng puno,yang baha dahil kakaputol ng puno,Tagalog,2024-09-02T21:42:57.000Z,Facebook,"Sanjose, Antipolo",Landslide
Hala sa San Jose?! 🥺Dool ra,hala sa san jose :pleadingface:dool ra,Taglish,2024-09-03T07:52:31.000Z,Facebook,"Sanjose, Antipolo",Landslide
Huwag kang kung anong iniisep mo mpalad pa tayo,huwag kang kung anong iniisep mo mpalad pa tayo,Tagalog,2024-09-02T08:41:34.000Z,Facebook,"Sanjose, Antipolo",Landslide
Malaki ang san jose.anong sitio,malaki ang san joseanong sitio,Tagalog,2024-09-03T09:49:18.000Z,Facebook,"Sanjose, Antipolo",Landslide
Kawawa nama po 🥺🥺🥺,kawawa nama po :pleadingface::pleadingface::pleadingface:,English,2024-09-03T10:11:43.000Z,Facebook,"Sanjose, Antipolo",Landslide
Pre Andre Fox may landslide Pala sa dinaanan natin,pre andre fox may landslide pala sa dinaanan natin,Tagalog,2024-09-02T21:53:49.000Z,Facebook,"Sanjose, Antipolo",Landslide
Raffy Tulfo in Action lng pag asa sa pag imbestiga dyan,raffy tulfo in action lng pag asa sa pag imbestiga dyan,Tagalog,2024-09-02T12:10:53.000Z,Facebook,"Sanjose, Antipolo",Landslide
Pano KSI benta sila ng lupa ayon maubos na mga tao dito sa mundo,pano ksi benta sila ng lupa ayon maubos na mga tao dito sa mundo,Tagalog,2024-09-03T07:16:28.000Z,Facebook,"Sanjose, Antipolo",Landslide
Elaine Bodiongan tan awa,elaine bodiongan tan awa,Taglish,2024-09-02T12:45:23.000Z,Facebook,"Sanjose, Antipolo",Landslide
Edna Stone Zanv lantawa van,edna stone zanv lantawa van,Taglish,2024-09-02T11:12:25.000Z,Facebook,"Sanjose, Antipolo",Landslide
Polillo Islands are part of what province ?!,polillo islands are part of what province,English,2024-09-02T10:23:47.000Z,Facebook,"Sanjose, Antipolo",Landslide
Earl John Buatis ingat kayo dyan hal 🥺🙏🙏,earl john buatis ingat kayo dyan hal :pleadingface::foldedhands::foldedhands:,English,2024-09-02T08:59:31.000Z,Facebook,"Sanjose, Antipolo",Landslide
Nette Mendoza malapit to sa inyo?,nette mendoza malapit to sa inyo,Taglish,2024-09-02T07:26:18.000Z,Facebook,"Sanjose, Antipolo",Landslide
Hinintay pang maymabaon bago maaware alam naman nilang bundok nasa tabi. RIP po. My condolences sa mga pamilyang naiwan.,hinintay pang maymabaon bago maaware alam naman nilang bundok nasa tabi rip po my condolences sa mga pamilyang naiwan,Tagalog,2024-09-03T06:11:43.000Z,Facebook,"Sanjose, Antipolo",Landslide
Nylanig Dims II  bhe saminto,nylanig dims ii bhe saminto,Tagalog,2024-09-03T02:30:11.000Z,Facebook,"Sanjose, Antipolo",Landslide
Yenmle Cachabon manding Duol Rani sa inyuha?,yenmle cachabon manding duol rani sa inyuha,Tagalog,2024-09-03T03:29:37.000Z,Facebook,"Sanjose, Antipolo",Landslide
Hiramin nyo ung pandetect n ginagamit paghahanap Ky quiboloy mas mapapakinabangan un Jan...,hiramin nyo ung pandetect n ginagamit paghahanap ky quiboloy mas mapapakinabangan un january,Tagalog,2024-09-02T22:18:01.000Z,Facebook,"Sanjose, Antipolo",Landslide
Jeff Chavez Cayare Gaw aha Mani dapit oh,jeff chavez cayare gaw aha mani dapit oh,Taglish,2024-09-03T03:28:56.000Z,Facebook,"Sanjose, Antipolo",Landslide
"L

L

L
L

?",l l l l,Taglish,2024-11-12T11:06:46.000Z,Facebook,"Sanjose, Antipolo",Landslide
ingat po,ingat po,Tagalog,2024-09-02T22:53:14.000Z,Facebook,"Sanjose, Antipolo",Landslide
Bkit kc d cla umalis jn lam nman nla bundok,bkit kc d cla umalis jn lam nman nla bundok,Taglish,2024-11-13T14:12:26.000Z,Facebook,"Sanjose, Antipolo",Landslide
JA NE Tin Tin sa pahinapao ba to?,ja ne tin tin sa pahinapao ba to,Tagalog,2024-09-02T12:11:46.000Z,Facebook,"Sanjose, Antipolo",Landslide
John Paul Romero to the rescue daddy❤️,john paul romero to the rescue daddy:redheart:,English,2024-09-02T11:34:57.000Z,Facebook,"Sanjose, Antipolo",Landslide
Daang pari Monalisa Besinal,daang pari monalisa besinal,Tagalog,2024-09-03T05:27:43.000Z,Facebook,"Sanjose, Antipolo",Landslide
"Kung hindi ka madali ng baha, sa landslide kuha ka pa rin. Wala ka ng titirahan ngayon na walang sakuna.",kung hindi ka madali ng baha sa landslide kuha ka pa rin wala ka ng titirahan ngayon na walang sakuna,Tagalog,2024-09-02T07:13:13.000Z,Facebook,"Sanjose, Antipolo",Landslide
Janz Azumi  ayan sinasavi ko dito antipolo sa inapao,janz azumi ayan sinasavi ko dito antipolo sa inapao,Tagalog,2024-09-02T09:32:52.000Z,Facebook,"Sanjose, Antipolo",Landslide
Alex Repatacodo san an antipolo?,alex repatacodo san an antipolo,Taglish,2024-09-02T07:55:03.000Z,Facebook,"Sanjose, Antipolo",Landslide
Te Lina T. Velasco,te lina t velasco,Taglish,2024-09-02T12:37:34.000Z,Facebook,"Sanjose, Antipolo",Landslide
God bless to all,god bless to all,English,2024-09-04T01:03:10.000Z,Facebook,"Sanjose, Antipolo",Landslide
Kalbo na kasi mga bundok,kalbo na kasi mga bundok,Tagalog,2024-09-03T01:09:29.000Z,Facebook,"Sanjose, Antipolo",Landslide
AYUDA + CONCERT ang priority.,ayuda concert ang priority,English,2024-09-15T23:28:57.000Z,Facebook,"Sanjose, Antipolo",Landslide
Ingat kayo dian GOD bless you always ❤️🙏,ingat kayo dian god bless you always :redheart::foldedhands:,English,2024-09-04T08:07:24.000Z,Facebook,"Sanjose, Antipolo",Landslide
Nakikiramay po sa mga pumanaw....,nakikiramay po sa mga pumanaw,Tagalog,2024-09-03T15:14:57.000Z,Facebook,"Sanjose, Antipolo",Landslide
pinag pputol kasi mga puno.,pinag pputol kasi mga puno,Tagalog,2024-09-02T15:16:03.000Z,Facebook,"Sanjose, Antipolo",Landslide
Malambot na lupa dyan kse kakabenta nila ng lote dyan na puro rights puro develop kuno .. Tpos kinakalbo pa nila kabundukan .. Talagang ganyan ang kahihinatnan ..,malambot na lupa dyan kse kakabenta nila ng lote dyan na puro rights puro develop kuno tpos kinakalbo pa nila kabundukan talagang ganyan ang kahihinatnan,Tagalog,2024-09-02T15:38:04.000Z,Facebook,"Sanjose, Antipolo",Landslide
Quarry pa,quarry pa,Taglish,2024-09-03T03:05:22.000Z,Facebook,"Sanjose, Antipolo",Landslide
"Sobrang init pag summer at sobrang tubig pag umuulan kaya baha , ang solusyon reforestation hindi yung pagtatayo ng mga malls , hotels at kainan sa mga taas ng bundok",sobrang init pag summer at sobrang tubig pag umuulan kaya baha ang solusyon reforestation hindi yung pagtatayo ng mga malls hotels at kainan sa mga taas ng bundok,Tagalog,2024-09-02T09:54:04.000Z,Facebook,"Sanjose, Antipolo",Landslide
nahilo ako sa video mo,nahilo ako sa video mo,Tagalog,2024-10-23T10:36:44.000Z,Facebook,Libon Albay,Landslide
"Sana sa panahon ng bagyo, isantabi natin ang politika. Tama na Ang pasaring sa gobyerno. Dapat kumilos tayo na buong sambayanan at sama2 natin ipasok sa mental hospital si mama Sara.",sana sa panahon ng bagyo isantabi natin ang politika tama na ang pasaring sa gobyerno dapat kumilos tayo na buong sambayanan at sama2 natin ipasok sa mental hospital si mama sara,Tagalog,2024-10-23T10:37:00.000Z,Facebook,Libon Albay,Landslide
Nahilo ako sa video🤦‍♀️,nahilo ako sa video:womanfacepalming:,Tagalog,2024-10-23T10:38:11.000Z,Facebook,Libon Albay,Landslide
"Ang pangit kumuha, nahihilo ang nanonood, dnaman makita yong sinasabi nyong landslide",ang pangit kumuha nahihilo ang nanonood dnaman makita yong sinasabi nyong landslide,Tagalog,2024-10-23T10:35:45.000Z,Facebook,Libon Albay,Landslide
nahilo ako sa nag video,nahilo ako sa nag video,Tagalog,2024-10-23T10:34:35.000Z,Facebook,Libon Albay,Landslide
Nkaka hilo yung video nyo po.,nkaka hilo yung video nyo po,Tagalog,2024-10-23T10:42:57.000Z,Facebook,Libon Albay,Landslide
Ang gulo ng vedio,ang gulo ng vedio,Tagalog,2024-10-23T10:39:23.000Z,Facebook,Libon Albay,Landslide
dq nkita saan b yung landslide,dq nkita saan b yung landslide,Tagalog,2024-10-23T10:35:13.000Z,Facebook,Libon Albay,Landslide
"Hindi tayo makakaranas ng ganyan kung matino ang namumuno, useless",hindi tayo makakaranas ng ganyan kung matino ang namumuno useless,Tagalog,2024-10-23T10:34:58.000Z,Facebook,Libon Albay,Landslide
resulta ng pg abuso sa kalikasan malupit tlga pg naningil na kalikasan ang imposible nagging posible..sna maging mandatory na sa mga school's na mgkaron ng activity na pgttanim ng punong kahoy pra kaht ppano hndi nakkalbo ang kagubatan ng todo...nkkalungkot lng makakita ng ganyang sitwasyon na kya nman sanang maiwasan qng naging disiplinado lng ang tao..,resulta ng pg abuso sa kalikasan malupit tlga pg naningil na kalikasan ang imposible nagging posiblesna maging mandatory na sa mga schools na mgkaron ng activity na pgttanim ng punong kahoy pra kaht ppano hndi nakkalbo ang kagubatan ng todonkkalungkot lng makakita ng ganyang sitwasyon na kya nman sanang maiwasan qng naging disiplinado lng ang tao,Tagalog,2024-10-23T16:15:42.000Z,Facebook,Libon Albay,Landslide
"Na-Yolanda na tayo, taon-taong pumuputok ang ating mga bulkan, lumilindol. Hanggang ngayon ang alam lang nating response sa kalamidad, mamigay ng sardinas at noodles.",nayolanda na tayo taontaong pumuputok ang ating mga bulkan lumilindol hanggang ngayon ang alam lang nating response sa kalamidad mamigay ng sardinas at noodles,Tagalog,2024-10-23T12:14:23.000Z,Facebook,Libon Albay,Landslide
Sna po mg pray kyo d ung nka vidieo gngwa nio!,sna po mg pray kyo d ung nka vidieo gngwa nio,Tagalog,2024-10-23T10:33:48.000Z,Facebook,Libon Albay,Landslide
Wala ng safe na Lugar sa bagyo...sa kapatagan Baha....sa bundukin land slide...ingat po tayo,wala ng safe na lugar sa bagyosa kapatagan bahasa bundukin land slideingat po tayo,Tagalog,2024-10-23T10:34:10.000Z,Facebook,Libon Albay,Landslide
Nahilo ako te.,nahilo ako te,Tagalog,2024-10-23T10:37:58.000Z,Facebook,Libon Albay,Landslide
"Buti umaga or maliwanag pa nung nangyari yan..
Stay safe Po sa lahat 🙏🙏",buti umaga or maliwanag pa nung nangyari yan stay safe po sa lahat :foldedhands::foldedhands:,Tagalog,2024-10-23T10:44:52.000Z,Facebook,Libon Albay,Landslide
Naniningil na Ang kalikasan dhil sa pinag ggwa Ng Ng mga taong mykasalanan.yung mga nnhimik n mga puno pinuputol.yung mga leader Ang gugulo..yng mga tao puros kasiyahn nlng Ang inaatupg.puros cp nlng.imbis n gumawa Ng batas sa mga mhihirap.wala puros peraangpinag aawayn.,naniningil na ang kalikasan dhil sa pinag ggwa ng ng mga taong mykasalananyung mga nnhimik n mga puno pinuputolyung mga leader ang guguloyng mga tao puros kasiyahn nlng ang inaatupgpuros cp nlngimbis n gumawa ng batas sa mga mhihirapwala puros peraangpinag aawayn,Tagalog,2024-10-23T10:42:12.000Z,Facebook,Libon Albay,Landslide
Now is the time to strengthen our prayer and faith in God Almighty,now is the time to strengthen our prayer and faith in god almighty,English,2024-10-23T10:46:50.000Z,Facebook,Libon Albay,Landslide
Sana wla kayong iniwang mga hayop ninyo,sana wla kayong iniwang mga hayop ninyo,Tagalog,2024-10-23T11:16:25.000Z,Facebook,Libon Albay,Landslide
"Wala pong magagawa ang pag sigaw sigaw at pag iyak, kailangan po ang panalangin at pag hingi ng tawad, ang lahat ng bagay ay hiram lang po sa ating Poong Maykapal, tayo rin po ang may kagagawan dahil sinira natin ang kalikasan 😢 mag iingat na lang po ang lahat 🙏🙏🙏",wala pong magagawa ang pag sigaw sigaw at pag iyak kailangan po ang panalangin at pag hingi ng tawad ang lahat ng bagay ay hiram lang po sa ating poong maykapal tayo rin po ang may kagagawan dahil sinira natin ang kalikasan :cryingface: mag iingat na lang po ang lahat :foldedhands::foldedhands::foldedhands:,Tagalog,2024-10-23T22:30:34.000Z,Facebook,Libon Albay,Landslide
"instead of commenting po ng di maganda at manisi let's pray for My kababayan po sa Bicol🙏🏻😭 My families and the whole Bicolandia are suffering..😔🥺🥺🥺no hate, let's help and lend an hand for each other...just spread the love..

just saying, ayoko ma bash..masyadong masakit saamin tong mga bicolano😔🥺",instead of commenting po ng di maganda at manisi let us pray for my kababayan po sa bicol:foldedhandslightskintone::loudlycryingface: my families and the whole bicolandia are suffering:pensiveface::pleadingface::pleadingface::pleadingface:no hate let us help and lend an hand for each otherjust spread the love just saying ayoko ma bashmasyadong masakit saamin tong mga bicolano:pensiveface::pleadingface:,English,2024-10-24T02:38:30.000Z,Facebook,Libon Albay,Landslide
Dapat po instead na manood nagdadasal ang lahat at dapat magsisi at TANGGAPIN si Lord sa buhay natin. Ang gusto ng Diyos ay manumbalik sng tao sa Kanya. Ang mga nangyayaring ito sa bansa natin ay WAKE UP CALL SA LAHAT NG TAO. SI HESUS AY MALAPIT NG DUMATING. Lumapit tayo habang nandyan pa Sya darating ang panahon na kahit anong tawag natin hindi na Nya tayo makikinig.,dapat po instead na manood nagdadasal ang lahat at dapat magsisi at tanggapin si lord sa buhay natin ang gusto ng diyos ay manumbalik sng tao sa kanya ang mga nangyayaring ito sa bansa natin ay wake up call sa lahat ng tao si hesus ay malapit ng dumating lumapit tayo habang nandyan pa sya darating ang panahon na kahit anong tawag natin hindi na nya tayo makikinig,Tagalog,2024-10-23T13:04:16.000Z,Facebook,Libon Albay,Landslide
bakit reklmo kau sa malikot na kamay? kung kayo kaya nandon  hindi kayo nanginginig??  nag iisip pa ba kyo? grabe kau ha 🥹🥹,bakit reklmo kau sa malikot na kamay kung kayo kaya nandon hindi kayo nanginginig nag iisip pa ba kyo grabe kau ha :faceholdingbacktears::faceholdingbacktears:,Tagalog,2024-10-23T13:26:32.000Z,Facebook,Libon Albay,Landslide
Nahilo na ako..Grabe likot ng video niyo..Naway ligtas lahat ng mga tao diyan..likas na kayo at keep safe sa lahat🙏🙏,nahilo na akograbe likot ng video niyonaway ligtas lahat ng mga tao diyanlikas na kayo at keep safe sa lahat:foldedhands::foldedhands:,Tagalog,2024-10-23T11:00:29.000Z,Facebook,Libon Albay,Landslide
Hala Ng Hala pero putol parin kayo Ng putol Ng puno,hala ng hala pero putol parin kayo ng putol ng puno,Tagalog,2024-10-23T10:36:41.000Z,Facebook,Libon Albay,Landslide
Wla na ksing puno puro niyog nlng,wla na ksing puno puro niyog nlng,Tagalog,2024-10-23T10:35:25.000Z,Facebook,Libon Albay,Landslide
Dios ko. Wala n ksing mga Puno.kya Wala ng umaharang sa tubig.kya ganyan nlang ngyayari ngayon.puro Bahay ang gnagawa yng Puno pnag pputol.,dios ko wala n ksing mga punokya wala ng umaharang sa tubigkya ganyan nlang ngyayari ngayonpuro bahay ang gnagawa yng puno pnag pputol,Tagalog,2024-10-23T10:39:15.000Z,Facebook,Libon Albay,Landslide
Naniningil talaga ang nature.. Ang dami kasing nakaupo sa pwesto na mga ganid at makasarili. Hindi public interest ang iniisip..,naniningil really ang nature ang dami kasing nakaupo sa pwesto na mga ganid at makasarili hindi public interest ang iniisip,Tagalog,2024-10-23T12:12:51.000Z,Facebook,Libon Albay,Landslide
"Diyos ko po,baka warning na yan na lumikas na kayo jan,Baka uulitin yan pero wag naman po sana.Mag ingat po tayong lahat 🙏Wag po ilagay sa panganip ang buhay.",diyos ko pobaka warning na yan na lumikas na kayo janbaka uulitin yan pero wag naman po sanamag ingat po tayong lahat :foldedhands:wag po ilagay sa panganip ang buhay,Tagalog,2024-10-23T10:51:51.000Z,Facebook,Libon Albay,Landslide
